# Data pasos vs probabilidadOutput para la simulación de ejercicio de Markov borracho
0.0000000000e+00 1.6666666666e-02
1.0000000000e+00 5.7728270280e-55
2.0000000000e+00 1.8062697595e-54
3.0000000000e+00 6.7222159492e-54
4.0000000000e+00 1.3808177868e-53
5.0000000000e+00 4.2152009970e-53
6.0000000000e+00 7.6657436481e-53
7.0000000000e+00 2.1467905607e-52
8.0000000000e+00 3.6508324107e-52
9.0000000000e+00 9.6669956934e-52
1.0000000000e+01 1.5643899348e-51
1.1000000000e+01 3.9551496321e-51
1.2000000000e+01 6.1177759618e-51
1.3000000000e+01 1.4768274381e-50
1.4000000000e+01 2.1737603952e-50
1.5000000000e+01 4.9614897720e-50
1.6000000000e+01 6.8290491648e-50
1.7000000000e+01 1.4299279034e-49
1.8000000000e+01 1.7425063711e-49
1.9000000000e+01 2.9928182766e-49
2.0000000000e+01 2.3942551613e-49
2.1000000000e+01 9.8333333333e-01
