# Data pasos vs probabilidadOutput para la simulación de ejercicio de Markov borracho
0.0000000000e+00 2.5000000000e-01
1.0000000000e+00 3.1635985321e-13
2.0000000000e+00 0.0000000000e+00
3.0000000000e+00 3.6462408794e-12
4.0000000000e+00 0.0000000000e+00
5.0000000000e+00 2.2413832827e-11
6.0000000000e+00 0.0000000000e+00
7.0000000000e+00 1.1098173592e-10
8.0000000000e+00 0.0000000000e+00
9.0000000000e+00 4.8281838200e-10
1.0000000000e+01 0.0000000000e+00
1.1000000000e+01 1.9015352929e-09
1.2000000000e+01 0.0000000000e+00
1.3000000000e+01 6.8318604552e-09
1.4000000000e+01 0.0000000000e+00
1.5000000000e+01 2.2154821528e-08
1.6000000000e+01 0.0000000000e+00
1.7000000000e+01 6.2053695755e-08
1.8000000000e+01 0.0000000000e+00
1.9000000000e+01 1.2748395819e-07
2.0000000000e+01 0.0000000000e+00
2.1000000000e+01 7.4999977895e-01
