# Data pasos vs probabilidadOutput para la simulación de ejercicio de Markov borracho
0.0000000000e+00 1.6657504878e-02
1.0000000000e+00 9.6716715811e-06
2.0000000000e+00 4.8358357897e-05
3.0000000000e+00 9.9687678282e-05
4.0000000000e+00 3.0500495950e-04
5.0000000000e+00 4.8985916205e-04
6.0000000000e+00 1.2292759647e-03
7.0000000000e+00 1.7321999035e-03
8.0000000000e+00 3.7438955337e-03
9.0000000000e+00 4.8082971920e-03
1.0000000000e+01 9.0659022832e-03
1.1000000000e+01 1.0822364512e-02
1.2000000000e+01 1.7848198859e-02
1.3000000000e+01 2.0075654229e-02
1.4000000000e+01 2.8985369168e-02
1.5000000000e+01 3.1081418899e-02
1.6000000000e+01 3.9465018521e-02
1.7000000000e+01 4.0717614878e-02
1.8000000000e+01 4.5725514309e-02
1.9000000000e+01 4.3966895598e-02
2.0000000000e+01 3.6925957166e-02
2.1000000000e+01 6.4619633628e-01
