# Data pasos vs probabilidadOutput para la simulación de ejercicio de Markov borracho
0.0000000000e+00 2.4995164164e-01
1.0000000000e+00 0.0000000000e+00
2.0000000000e+00 5.1708712440e-04
3.0000000000e+00 0.0000000000e+00
4.0000000000e+00 3.1820746117e-03
5.0000000000e+00 0.0000000000e+00
6.0000000000e+00 1.2273716359e-02
7.0000000000e+00 0.0000000000e+00
8.0000000000e+00 3.4911904311e-02
9.0000000000e+00 0.0000000000e+00
1.0000000000e+01 7.6369790681e-02
1.1000000000e+01 0.0000000000e+00
1.2000000000e+01 1.2937941010e-01
1.3000000000e+01 0.0000000000e+00
1.4000000000e+01 1.6771405012e-01
1.5000000000e+01 0.0000000000e+00
1.6000000000e+01 1.6140901064e-01
1.7000000000e+01 0.0000000000e+00
1.8000000000e+01 1.0895108219e-01
1.9000000000e+01 0.0000000000e+00
2.0000000000e+01 4.3811017175e-02
2.1000000000e+01 1.1529215046e-02
