# Data pasos vs probabilidadOutput para la simulación de ejercicio de Markov borracho
0.0000000000e+00 1.6666666666e-02
1.0000000000e+00 3.3429290457e-14
2.0000000000e+00 1.0387448164e-13
3.0000000000e+00 3.8565515362e-13
4.0000000000e+00 7.8352966568e-13
5.0000000000e+00 2.3750269915e-12
6.0000000000e+00 4.2582497295e-12
7.0000000000e+00 1.1791136555e-11
8.0000000000e+00 1.9726336670e-11
9.0000000000e+00 5.1467116772e-11
1.0000000000e+01 8.1866560782e-11
1.1000000000e+01 2.0346424615e-10
1.2000000000e+01 3.0954792904e-10
1.3000000000e+01 7.3388229223e-10
1.4000000000e+01 1.0648476540e-09
1.5000000000e+01 2.3887077462e-09
1.6000000000e+01 3.2531838093e-09
1.7000000000e+01 6.7110836842e-09
1.8000000000e+01 8.1319440325e-09
1.9000000000e+01 1.3815374031e-08
2.0000000000e+01 1.1052302389e-08
2.1000000000e+01 9.8333328550e-01
