# Data pasos vs probabilidadOutput para la simulación de ejercicio de Markov borracho
0.0000000000e+00 4.9845714213e-01
1.0000000000e+00 3.4464895424e-05
2.0000000000e+00 6.8159901924e-05
3.0000000000e+00 1.0033232906e-04
4.0000000000e+00 1.3026349746e-04
5.0000000000e+00 1.5728479494e-04
6.0000000000e+00 1.8079260962e-04
7.0000000000e+00 2.0026181653e-04
8.0000000000e+00 2.1525750505e-04
9.0000000000e+00 2.2544469686e-04
1.0000000000e+01 2.3059582652e-04
1.1000000000e+01 2.3059582652e-04
1.2000000000e+01 2.2544469686e-04
1.3000000000e+01 2.1525750505e-04
1.4000000000e+01 2.0026181653e-04
1.5000000000e+01 1.8079260962e-04
1.6000000000e+01 1.5728479494e-04
1.7000000000e+01 1.3026349746e-04
1.8000000000e+01 1.0033232906e-04
1.9000000000e+01 6.8159901924e-05
2.0000000000e+01 3.4464895424e-05
2.1000000000e+01 4.9845714213e-01
