# Data pasos vs probabilidadOutput para la simulación de ejercicio de Markov borracho
0.0000000000e+00 1.6000688076e-01
1.0000000000e+00 8.4093570709e-03
2.0000000000e+00 1.6818261147e-02
3.0000000000e+00 2.3825597763e-02
4.0000000000e+00 3.0828428268e-02
5.0000000000e+00 3.5675001144e-02
6.0000000000e+00 4.0494871140e-02
7.0000000000e+00 4.3235492706e-02
8.0000000000e+00 4.5865130424e-02
9.0000000000e+00 4.7016191483e-02
1.0000000000e+01 4.7824788094e-02
1.1000000000e+01 4.7824788094e-02
1.2000000000e+01 4.7016191483e-02
1.3000000000e+01 4.5865130424e-02
1.4000000000e+01 4.3235492706e-02
1.5000000000e+01 4.0494871140e-02
1.6000000000e+01 3.5675001144e-02
1.7000000000e+01 3.0828428268e-02
1.8000000000e+01 2.3825597763e-02
1.9000000000e+01 1.6818261147e-02
2.0000000000e+01 8.4093570709e-03
2.1000000000e+01 1.6000688076e-01
