# Data pasos vs probabilidadOutput para la simulación de ejercicio de Markov borracho
0.0000000000e+00 8.3181190491e-01
1.0000000000e+00 0.0000000000e+00
2.0000000000e+00 2.8031349182e-02
3.0000000000e+00 0.0000000000e+00
4.0000000000e+00 4.3125152588e-02
5.0000000000e+00 0.0000000000e+00
6.0000000000e+00 4.1584968567e-02
7.0000000000e+00 0.0000000000e+00
8.0000000000e+00 2.9571533203e-02
9.0000000000e+00 0.0000000000e+00
1.0000000000e+01 1.6171932220e-02
1.1000000000e+01 0.0000000000e+00
1.2000000000e+01 6.8492889404e-03
1.3000000000e+01 0.0000000000e+00
1.4000000000e+01 2.2196769714e-03
1.5000000000e+01 0.0000000000e+00
1.6000000000e+01 5.3405761719e-04
1.7000000000e+01 0.0000000000e+00
1.8000000000e+01 9.0122222900e-05
1.9000000000e+01 0.0000000000e+00
2.0000000000e+01 9.0599060059e-06
2.1000000000e+01 9.5367431641e-07
