# Data pasos vs probabilidadOutput para la simulación de ejercicio de Markov borracho
0.0000000000e+00 9.2039118175e-01
1.0000000000e+00 1.5530400881e-03
2.0000000000e+00 0.0000000000e+00
3.0000000000e+00 4.4749343185e-03
4.0000000000e+00 0.0000000000e+00
5.0000000000e+00 6.8769750164e-03
6.0000000000e+00 0.0000000000e+00
7.0000000000e+00 8.5128080405e-03
8.0000000000e+00 0.0000000000e+00
9.0000000000e+00 9.2585959531e-03
1.0000000000e+01 0.0000000000e+00
1.1000000000e+01 9.1160297658e-03
1.2000000000e+01 0.0000000000e+00
1.3000000000e+01 8.1880472452e-03
1.4000000000e+01 0.0000000000e+00
1.5000000000e+01 6.6381890618e-03
1.6000000000e+01 0.0000000000e+00
1.7000000000e+01 4.6482451222e-03
1.8000000000e+01 0.0000000000e+00
1.9000000000e+01 2.3873545307e-03
2.0000000000e+01 0.0000000000e+00
2.1000000000e+01 1.7954599110e-02
